negotiation_date,sold_price,product
18/07/2018,421.43,Polpa Cítrica
19/07/2018,422.65,Polpa Cítrica
20/07/2018,416.0,Polpa Cítrica
21/07/2018,419.0,Polpa Cítrica
22/07/2018,380.0,Polpa Cítrica
23/07/2018,425.0,Polpa Cítrica
24/07/2018,418.33,Polpa Cítrica
25/07/2018,412.5,Polpa Cítrica
26/07/2018,406.83,Polpa Cítrica
27/07/2018,420.2,Polpa Cítrica
28/07/2018,418.12,Polpa Cítrica
29/07/2018,407.5,Polpa Cítrica
30/07/2018,414.5,Polpa Cítrica
31/07/2018,416.06,Polpa Cítrica
01/08/2018,270.0,Polpa Cítrica
02/08/2018,271.25,Polpa Cítrica
03/08/2018,313.33,Polpa Cítrica
05/08/2018,426.67,Polpa Cítrica
06/08/2018,432.5,Polpa Cítrica
08/08/2018,425.0,Polpa Cítrica
09/08/2018,452.5,Polpa Cítrica
10/08/2018,516.67,Polpa Cítrica
11/08/2018,482.43,Polpa Cítrica
12/08/2018,456.11,Polpa Cítrica
13/08/2018,450.0,Polpa Cítrica
14/08/2018,425.91,Polpa Cítrica
15/08/2018,432.15,Polpa Cítrica
16/08/2018,450.62,Polpa Cítrica
17/08/2018,416.56,Polpa Cítrica
18/08/2018,420.0,Polpa Cítrica
19/08/2018,440.0,Polpa Cítrica
20/08/2018,426.25,Polpa Cítrica
21/08/2018,425.0,Polpa Cítrica
22/08/2018,439.44,Polpa Cítrica
23/08/2018,436.11,Polpa Cítrica
24/08/2018,435.0,Polpa Cítrica
25/08/2018,426.67,Polpa Cítrica
26/08/2018,450.0,Polpa Cítrica
27/08/2018,410.0,Polpa Cítrica
28/08/2018,433.12,Polpa Cítrica
29/08/2018,435.0,Polpa Cítrica
30/08/2018,433.33,Polpa Cítrica
31/08/2018,440.0,Polpa Cítrica
01/09/2018,266.79,Polpa Cítrica
02/09/2018,284.8,Polpa Cítrica
03/09/2018,280.0,Polpa Cítrica
04/09/2018,472.61,Polpa Cítrica
05/09/2018,426.67,Polpa Cítrica
06/09/2018,428.33,Polpa Cítrica
07/09/2018,446.67,Polpa Cítrica
08/09/2018,416.2,Polpa Cítrica
09/09/2018,470.0,Polpa Cítrica
10/09/2018,561.67,Polpa Cítrica
11/09/2018,437.31,Polpa Cítrica
12/09/2018,450.0,Polpa Cítrica
13/09/2018,453.44,Polpa Cítrica
14/09/2018,458.75,Polpa Cítrica
15/09/2018,440.0,Polpa Cítrica
16/09/2018,470.0,Polpa Cítrica
18/09/2018,430.0,Polpa Cítrica
19/09/2018,466.67,Polpa Cítrica
20/09/2018,468.89,Polpa Cítrica
21/09/2018,449.17,Polpa Cítrica
22/09/2018,463.89,Polpa Cítrica
23/09/2018,440.0,Polpa Cítrica
24/09/2018,495.0,Polpa Cítrica
25/09/2018,482.5,Polpa Cítrica
26/09/2018,468.75,Polpa Cítrica
27/09/2018,495.0,Polpa Cítrica
28/09/2018,447.73,Polpa Cítrica
29/09/2018,466.43,Polpa Cítrica
01/10/2018,275.62,Polpa Cítrica
02/10/2018,286.0,Polpa Cítrica
03/10/2018,363.33,Polpa Cítrica
04/10/2018,467.0,Polpa Cítrica
05/10/2018,428.33,Polpa Cítrica
06/10/2018,416.25,Polpa Cítrica
07/10/2018,444.38,Polpa Cítrica
08/10/2018,425.0,Polpa Cítrica
09/10/2018,451.67,Polpa Cítrica
10/10/2018,499.25,Polpa Cítrica
11/10/2018,452.5,Polpa Cítrica
12/10/2018,455.0,Polpa Cítrica
15/10/2018,540.0,Polpa Cítrica
16/10/2018,410.0,Polpa Cítrica
17/10/2018,461.71,Polpa Cítrica
18/10/2018,503.75,Polpa Cítrica
19/10/2018,559.25,Polpa Cítrica
20/10/2018,481.67,Polpa Cítrica
22/10/2018,540.0,Polpa Cítrica
23/10/2018,450.0,Polpa Cítrica
24/10/2018,455.0,Polpa Cítrica
25/10/2018,520.0,Polpa Cítrica
26/10/2018,490.29,Polpa Cítrica
27/10/2018,450.0,Polpa Cítrica
28/10/2018,430.0,Polpa Cítrica
29/10/2018,507.27,Polpa Cítrica
30/10/2018,525.0,Polpa Cítrica
31/10/2018,525.31,Polpa Cítrica
01/11/2018,266.62,Polpa Cítrica
04/11/2018,406.67,Polpa Cítrica
05/11/2018,418.75,Polpa Cítrica
06/11/2018,444.17,Polpa Cítrica
07/11/2018,440.0,Polpa Cítrica
08/11/2018,430.83,Polpa Cítrica
09/11/2018,448.75,Polpa Cítrica
10/11/2018,452.5,Polpa Cítrica
11/11/2018,476.67,Polpa Cítrica
12/11/2018,465.0,Polpa Cítrica
13/11/2018,507.5,Polpa Cítrica
14/11/2018,482.5,Polpa Cítrica
15/11/2018,464.17,Polpa Cítrica
16/11/2018,414.29,Polpa Cítrica
17/11/2018,415.0,Polpa Cítrica
18/11/2018,501.67,Polpa Cítrica
20/11/2018,515.0,Polpa Cítrica
21/11/2018,530.0,Polpa Cítrica
22/11/2018,486.5,Polpa Cítrica
23/11/2018,473.57,Polpa Cítrica
24/11/2018,529.17,Polpa Cítrica
26/11/2018,440.0,Polpa Cítrica
27/11/2018,435.0,Polpa Cítrica
28/11/2018,474.5,Polpa Cítrica
29/11/2018,472.5,Polpa Cítrica
30/11/2018,488.93,Polpa Cítrica
01/12/2018,265.12,Polpa Cítrica
02/12/2018,280.0,Polpa Cítrica
03/12/2018,386.0,Polpa Cítrica
04/12/2018,466.25,Polpa Cítrica
06/12/2018,426.25,Polpa Cítrica
07/12/2018,427.92,Polpa Cítrica
09/12/2018,444.58,Polpa Cítrica
11/12/2018,443.33,Polpa Cítrica
12/12/2018,465.45,Polpa Cítrica
13/12/2018,461.25,Polpa Cítrica
14/12/2018,449.86,Polpa Cítrica
15/12/2018,449.0,Polpa Cítrica
16/12/2018,474.57,Polpa Cítrica
17/12/2018,495.0,Polpa Cítrica
18/12/2018,478.67,Polpa Cítrica
19/12/2018,483.33,Polpa Cítrica
20/12/2018,466.82,Polpa Cítrica
21/12/2018,450.83,Polpa Cítrica
22/12/2018,462.5,Polpa Cítrica
26/12/2018,462.5,Polpa Cítrica
27/12/2018,464.67,Polpa Cítrica
28/12/2018,456.79,Polpa Cítrica
29/12/2018,463.33,Polpa Cítrica
02/01/2019,554.17,Polpa Cítrica
03/01/2019,590.0,Polpa Cítrica
04/01/2019,620.0,Polpa Cítrica
06/01/2019,339.5,Polpa Cítrica
07/01/2019,328.33,Polpa Cítrica
08/01/2019,325.5,Polpa Cítrica
09/01/2019,329.23,Polpa Cítrica
14/01/2019,442.0,Polpa Cítrica
15/01/2019,494.17,Polpa Cítrica
16/01/2019,469.38,Polpa Cítrica
17/01/2019,513.29,Polpa Cítrica
18/01/2019,491.6,Polpa Cítrica
19/01/2019,507.67,Polpa Cítrica
21/01/2019,525.0,Polpa Cítrica
22/01/2019,475.0,Polpa Cítrica
23/01/2019,514.38,Polpa Cítrica
24/01/2019,532.22,Polpa Cítrica
25/01/2019,537.5,Polpa Cítrica
26/01/2019,500.0,Polpa Cítrica
28/01/2019,520.0,Polpa Cítrica
29/01/2019,559.0,Polpa Cítrica
30/01/2019,532.8,Polpa Cítrica
31/01/2019,552.5,Polpa Cítrica
01/02/2019,483.75,Polpa Cítrica
02/02/2019,548.33,Polpa Cítrica
03/02/2019,618.33,Polpa Cítrica
04/02/2019,605.0,Polpa Cítrica
05/02/2019,470.0,Polpa Cítrica
07/02/2019,317.86,Polpa Cítrica
08/02/2019,330.5,Polpa Cítrica
09/02/2019,377.5,Polpa Cítrica
13/02/2019,565.0,Polpa Cítrica
14/02/2019,558.33,Polpa Cítrica
15/02/2019,555.0,Polpa Cítrica
16/02/2019,560.0,Polpa Cítrica
19/02/2019,550.0,Polpa Cítrica
20/02/2019,550.0,Polpa Cítrica
21/02/2019,560.0,Polpa Cítrica
22/02/2019,530.0,Polpa Cítrica
23/02/2019,550.0,Polpa Cítrica
25/02/2019,620.0,Polpa Cítrica
26/02/2019,613.75,Polpa Cítrica
28/02/2019,620.0,Polpa Cítrica
01/03/2019,466.5,Polpa Cítrica
04/03/2019,612.0,Polpa Cítrica
05/03/2019,430.0,Polpa Cítrica
06/03/2019,320.0,Polpa Cítrica
07/03/2019,337.67,Polpa Cítrica
08/03/2019,332.8,Polpa Cítrica
09/03/2019,381.82,Polpa Cítrica
13/03/2019,600.0,Polpa Cítrica
14/03/2019,620.0,Polpa Cítrica
15/03/2019,613.33,Polpa Cítrica
19/03/2019,591.25,Polpa Cítrica
20/03/2019,590.0,Polpa Cítrica
21/03/2019,612.86,Polpa Cítrica
22/03/2019,592.5,Polpa Cítrica
25/03/2019,620.0,Polpa Cítrica
26/03/2019,600.0,Polpa Cítrica
27/03/2019,618.0,Polpa Cítrica
28/03/2019,609.38,Polpa Cítrica
29/03/2019,620.0,Polpa Cítrica
30/03/2019,609.5,Polpa Cítrica
01/04/2019,463.0,Polpa Cítrica
03/04/2019,600.0,Polpa Cítrica
04/04/2019,613.0,Polpa Cítrica
05/04/2019,456.34,Polpa Cítrica
06/04/2019,316.67,Polpa Cítrica
07/04/2019,325.31,Polpa Cítrica
08/04/2019,318.75,Polpa Cítrica
09/04/2019,331.43,Polpa Cítrica
13/04/2019,550.0,Polpa Cítrica
16/04/2019,583.33,Polpa Cítrica
17/04/2019,560.0,Polpa Cítrica
18/04/2019,568.0,Polpa Cítrica
22/04/2019,565.0,Polpa Cítrica
23/04/2019,577.5,Polpa Cítrica
24/04/2019,570.0,Polpa Cítrica
25/04/2019,560.0,Polpa Cítrica
26/04/2019,580.0,Polpa Cítrica
29/04/2019,527.5,Polpa Cítrica
30/04/2019,487.5,Polpa Cítrica
01/05/2019,475.0,Polpa Cítrica
02/05/2019,573.33,Polpa Cítrica
04/05/2019,627.5,Polpa Cítrica
05/05/2019,480.0,Polpa Cítrica
06/05/2019,314.17,Polpa Cítrica
07/05/2019,348.93,Polpa Cítrica
08/05/2019,329.29,Polpa Cítrica
09/05/2019,341.11,Polpa Cítrica
14/05/2019,437.78,Polpa Cítrica
15/05/2019,428.12,Polpa Cítrica
16/05/2019,423.18,Polpa Cítrica
17/05/2019,427.0,Polpa Cítrica
18/05/2019,415.0,Polpa Cítrica
20/05/2019,413.33,Polpa Cítrica
21/05/2019,417.65,Polpa Cítrica
22/05/2019,421.8,Polpa Cítrica
23/05/2019,401.07,Polpa Cítrica
24/05/2019,395.91,Polpa Cítrica
25/05/2019,380.0,Polpa Cítrica
27/05/2019,372.0,Polpa Cítrica
28/05/2019,385.0,Polpa Cítrica
29/05/2019,360.0,Polpa Cítrica
30/05/2019,353.33,Polpa Cítrica
31/05/2019,331.42,Polpa Cítrica
01/06/2019,465.0,Polpa Cítrica
02/06/2019,543.7,Polpa Cítrica
04/06/2019,606.67,Polpa Cítrica
05/06/2019,450.0,Polpa Cítrica
06/06/2019,325.0,Polpa Cítrica
07/06/2019,323.67,Polpa Cítrica
08/06/2019,350.0,Polpa Cítrica
09/06/2019,315.0,Polpa Cítrica
13/06/2019,312.5,Polpa Cítrica
14/06/2019,319.0,Polpa Cítrica
15/06/2019,308.33,Polpa Cítrica
16/06/2019,310.0,Polpa Cítrica
17/06/2019,316.67,Polpa Cítrica
18/06/2019,315.5,Polpa Cítrica
19/06/2019,326.05,Polpa Cítrica
20/06/2019,312.6,Polpa Cítrica
21/06/2019,323.33,Polpa Cítrica
22/06/2019,317.86,Polpa Cítrica
23/06/2019,325.0,Polpa Cítrica
24/06/2019,315.0,Polpa Cítrica
25/06/2019,336.67,Polpa Cítrica
26/06/2019,314.38,Polpa Cítrica
27/06/2019,316.88,Polpa Cítrica
28/06/2019,325.0,Polpa Cítrica
29/06/2019,340.0,Polpa Cítrica
30/06/2019,316.67,Polpa Cítrica
01/07/2019,475.0,Polpa Cítrica
02/07/2019,508.5,Polpa Cítrica
03/07/2019,612.5,Polpa Cítrica
05/07/2019,490.0,Polpa Cítrica
06/07/2019,310.94,Polpa Cítrica
07/07/2019,314.0,Polpa Cítrica
08/07/2019,325.0,Polpa Cítrica
09/07/2019,326.25,Polpa Cítrica
13/07/2019,317.31,Polpa Cítrica
14/07/2019,295.0,Polpa Cítrica
15/07/2019,305.83,Polpa Cítrica
16/07/2019,309.44,Polpa Cítrica
17/07/2019,318.95,Polpa Cítrica
18/07/2019,310.94,Polpa Cítrica
19/07/2019,318.33,Polpa Cítrica
20/07/2019,313.24,Polpa Cítrica
21/07/2019,303.33,Polpa Cítrica
22/07/2019,306.67,Polpa Cítrica
23/07/2019,328.57,Polpa Cítrica
24/07/2019,316.67,Polpa Cítrica
25/07/2019,321.67,Polpa Cítrica
26/07/2019,324.09,Polpa Cítrica
27/07/2019,320.0,Polpa Cítrica
29/07/2019,305.0,Polpa Cítrica
30/07/2019,350.0,Polpa Cítrica
31/07/2019,315.0,Polpa Cítrica
